"id", "threadRef", "airportRef", "airportIdent", "date", "memberNickname", "subject", "body"
608861,83243,44782,"TR-0018","2026-05-24 15:52:46","I_Caglar","AIM/AIS Publications","Unoffical AIP publication and other aeronautical data are available at ais.ibosoft.net.tr"
608855,83242,608854,"IT-0946","2026-05-24 10:52:14","Pugliapilot","Elisuperficie azienda privata Airgreen di Cafasse","Piazzola"
608853,83241,608852,"IT-0945","2026-05-24 10:42:03","Pugliapilot","Elisuperficie Villar Perosa A.I.B. e P.C.","Piazzola elisoccorso per P.C. Protezione Civile e A.I.B. Antiincendio Boschivi"
608851,83240,608850,"IT-0944","2026-05-24 10:28:01","Pugliapilot","Elisuperficie del 118 di Lanzo Torinese","Piazzola Elisoccorso"
608833,83239,608832,"IT-0943","2026-05-23 11:48:29","Pugliapilot","Elisuperficie comune Monastero di Lanzo","Piazzola"
608831,83238,608830,"IT-0942","2026-05-23 11:44:34","Pugliapilot","Elisuperficie Pessinetto","Piazzola"
608829,83237,608828,"IT-0941","2026-05-23 11:39:35","Pugliapilot","Elisuperficie Rifugio Salvin","Piazzola"
608824,83236,608823,"FR-1330","2026-05-23 07:55:54","simonv218","(no subject)","DZ"
608798,83235,608797,"IT-0940","2026-05-21 20:03:09","Pugliapilot","Elisuperficie di Ceres","Piazzola"
608796,83234,608795,"IT-0939","2026-05-21 19:59:59","Pugliapilot","lisuperficie di S.Cristina","Piazzola"
608794,83233,608793,"IT-0938","2026-05-21 19:53:19","Pugliapilot","Elisuperficie Ala di Stura","Piazzola"
608792,83232,608791,"IT-0937","2026-05-21 19:42:34","Pugliapilot","Elisuperficie Usseglio","Campo sportivo"
608790,83231,608789,"IT-0936","2026-05-21 19:37:15","Pugliapilot","Elisuperficie Rifugio Cà D'Asti","Piazzola"
608787,83230,608786,"IT-0935","2026-05-21 19:32:21","Pugliapilot","Elisuperficie Rifugio la Riposa","Piazzola"
608784,83229,608783,"IT-0934","2026-05-21 19:27:06","Pugliapilot","Elisuperficie di Susa Privata","Piazzola"
608782,83228,608781,"IT-0933","2026-05-21 19:09:03","Pugliapilot","Eliporto Ospedale di Susa","Eliporto"
608780,83227,608779,"IT-0932","2026-05-21 19:05:44","Pugliapilot","Eliporto chiomonte","Eliporto"
608732,14684,5771,"SABE","2026-05-19 16:49:32","fedacla","re: Airport category","Correct, this is still the case in 2026"
608718,83226,601259,"SN-0005","2026-05-18 12:03:35","Bollardant2","Brief History","Listed as operational and open for light planes in the World Trade Information Service 1955 issue. It is also listed in Vol. 10 of Africa Report, 1965 as a “smaller airfield.” In August 1970, a gravity base station was installed at the intersection of the two runways, according to World Relative Gravity Reference Network: Africa (1972). It provided an adopted gravity value of 978,369.97 mgals, and an estimated accuracy of 0.3 mgals."
608713,83225,608712,"IT-0931","2026-05-18 08:46:40","Pugliapilot","Elisuperficie Sauze d'Oulx","Piazzola"
608711,83224,608710,"IT-0930","2026-05-18 08:38:42","Pugliapilot","Elisuperficie vigili del fuoco di Bardonecchia","Piazzola"
608695,83222,608694,"IT-0927","2026-05-17 08:34:00","Pugliapilot","Elisuperficie Rifugio Stellina","Piazzola"
608693,83221,608692,"IT-0926","2026-05-17 08:29:06","Pugliapilot","Elisuperficie Rifugio Daviso","Piazzola"
608691,83220,608690,"IT-0925","2026-05-17 08:23:10","Pugliapilot","Elisusperficie lago Serru autorizzata giorno notte","Piazzola"
608682,83219,608681,"IT-0924","2026-05-16 11:29:54","Pugliapilot","Elisuperficie di Ceresole Reale","Piazzola"
608679,83218,608676,"IT-0921","2026-05-16 11:19:53","Pugliapilot","Elisuperficie ValPrato Soana","Piazzola"
608678,83217,608677,"IT-0922","2026-05-16 11:18:52","Pugliapilot","Helimontblanc pick up ronco","Eliporto di Ronco"
608655,83216,608654,"IT-0920","2026-05-15 08:25:16","Pugliapilot","Elisuperficie di Castelnuovo Nigra","Piazzola"
608653,83215,608652,"IT-0919","2026-05-15 08:15:12","Pugliapilot","Elisuperficie Valchyara","Piazzola"
608651,83214,608650,"IT-0918","2026-05-15 07:42:54","Pugliapilot","Elisuperficie di Trappa Bagneri","Piazzola"
608634,83213,608633,"IT-0917","2026-05-14 11:17:39","Pugliapilot","Elisuperficie del Rifugio Madonna della Neve","Piazzola"
608632,83212,608631,"IT-0916","2026-05-14 11:12:04","Pugliapilot","Elisuperficie di Rosazza","Piazzola"
608630,83211,608629,"IT-0915","2026-05-14 11:09:15","Pugliapilot","Elisuperficie San Paolo Cervo","Piazzola"
608615,83210,608614,"IT-0914","2026-05-13 10:59:49","Pugliapilot","Elisuperficie Monte Casto","Piazzola"
608613,83209,608612,"IT-0913","2026-05-13 10:53:58","Pugliapilot","Elisuperficie di Corte","Piazzola"
608611,83208,608610,"IT-0912","2026-05-13 10:45:07","Pugliapilot","Elisuperficie di Cascinetta","Piazzola"
608582,83207,608581,"IT-0911","2026-05-12 06:24:15","Pugliapilot","Elisuperficie di Viera","Piazzola"
608580,83206,608579,"IT-0910","2026-05-12 06:17:12","Pugliapilot","Elisuperficie di Trivero","Piazzola"
608578,83205,608577,"IT-0909","2026-05-12 06:08:46","Pugliapilot","Elisuperficie di Soprana","Piazzola"
608559,83204,333526,"GB-0762","2026-05-11 19:22:13","Turnipairways","Best grass runway","Best grass runway on Sailisbury plain"
608540,83203,608539,"IT-0908","2026-05-11 08:05:51","Pugliapilot","Elisuperficie di Mezzana M","Piazzola"
608538,83202,608537,"IT-0907","2026-05-11 07:54:36","Pugliapilot","Elisuperficie Protezione Civile Borghesia","Piazzola"
608536,83201,608535,"IT-0906","2026-05-11 07:41:13","Pugliapilot","Elisuperficie Varallo Diurna e Notturna.","helipad varallo night and day"
608524,83200,608523,"IT-0905","2026-05-10 11:31:25","Pugliapilot","Elisuperficie dei Vigili del fuoco di Varallo","Piazzola"
608522,83199,608520,"IT-0904","2026-05-10 11:25:05","Pugliapilot","Elisuperficie Campo Sportivo di Cellio","Piazzola di emergenza"
608521,83198,608520,"IT-0904","2026-05-10 11:23:30","Pugliapilot","Elisuperficie Campo Sportivo di Cellio","Piazzola"
608519,83197,608518,"IT-0903","2026-05-10 11:17:04","Pugliapilot","Elisuperficie privata aziendale","Helipad for private company use"
608510,83196,608509,"IT-0902","2026-05-09 10:31:59","Pugliapilot","Elisuperficie Long","Piazzola"
608508,83195,608507,"IT-0901","2026-05-09 10:20:18","Pugliapilot","Elisuperficie di Stresa","Piazzola"
608506,83194,608505,"IT-0900","2026-05-09 10:14:18","Pugliapilot","Eliporto di Verbania","Piazzola"
608488,83193,309957,"DE-0094","2026-05-08 14:38:37","Jet-Pack","Narrow runway","The narrow asphalt runway 18/36 is used by ultralight, piston aircraft and gliders alike. At the north end the runway transitions to a gravel path which is not usable for aircraft movement and quickly slopes upwards towards the winch location.

When a takeoff or landing is announced over the radio frequency the crossing road is closed with holding bars. If no one is present at the tower there may be vehicles crossing the runway, so be careful when landing after hours.

The winch is quite powerful but the winch launch length isn't very long."
608487,83192,316016,"DE-0311","2026-05-08 14:32:57","Jet-Pack","07/25 recommended runway","For piston aircraft the runway 07/25 south of the gravel winch launch path is the recommended runway. Towards the west side the runway contains a few gravel stones but apart from that it's in really good condition.

For gliders landing towards the west there is a short grass runway (07G/25G) south of the gravel winch launch path as well.

The gravel path can be used for takeoff for self launch gliders but it's very narrow and there is the risk of kicking up gravel which could damage the underside of the aircraft."
608485,83191,608484,"IT-0899","2026-05-08 14:29:02","Pugliapilot","Elisuperficie di Gravellona G.A.G.","“RC model aircraft flying field with helipad ""Gruppo Aereomodellisti Grovellonesi"" G.A.G."
608480,83190,608479,"IT-0898","2026-05-08 14:12:17","Pugliapilot","Elisuperficie di Alpe Quaggione","Piazzola"
608478,83189,608477,"IT-0897","2026-05-08 14:03:52","Pugliapilot","Elisuperficie di Fornero","Piazzola"
608475,82069,313922,"LOM","2026-05-08 13:29:43","Jet-Pack","re: Runway A-OK (in the middle)","Reply to @YankeePapa: Technically the x-out part and chevron indicate an area that is not usable (only for stopway) and does not count towards displaced threshold. The displacement is defined as the distance between start of the usable area until the landing threshold. A this airport there are no white arrows for the runway displacements drawn between the end of the chevron area and the threshold line (next to piano stripes)."
608474,83188,28939,"LFNC","2026-05-08 09:07:58","Jet-Pack","Approach procedure with glider","Landing intentions are to be announced overhead the Mont Dauphin castle at 2000m MSL, usually landing direction is 16 because of the prevailing wind direction along the valley. Radio announcement in French ""St. Crepin (callsign/type), zone de perte d'altitude deux mille metre, pour la seize"". After circling over Mont Dauphin and using airbrakes to reduce altitude the downwind is started from around 1600m, flying northbound towards the St. Crépin village. Aim to be above the village at around 1200m or so, then fly a somewhat close base turn, expect sinking air above the river and a steep approach angle accounting for strong winds along the valley. The glider grass runway 16 (left/grass) starts after passing the taxiway and is parallel to the main asphalt runway 16/34. The runway can be a bit rough, especially in drought conditions. Vacate the runway to the east during rollout."
608459,83187,20661,"KNUW","2026-05-08 01:35:24","BAFR24","VERY fun location!","Got to see a bunch of P-8s and E/A-18s! Lots of action and can’t wait to go here again."
608449,83186,608448,"IT-0896","2026-05-07 15:31:46","Pugliapilot","Elisuperficie di Campello Monti","Piazzola"
608447,83185,608446,"IT-0895","2026-05-07 15:21:59","Pugliapilot","Elisuperficie dell’Enderwasse","Piazzola"
608443,83184,608442,"IT-0894","2026-05-07 13:30:50","Pugliapilot","Elisuperficie di Rimella","Piazzola"
608424,82977,2563,"ELLX","2026-05-06 21:32:51","I_Am_So_Handsome","re: Renew the comments","Reply to @I_Am_So_Handsome: 
5 million passengers isn't that less."
608411,83183,608410,"IT-0893","2026-05-06 09:57:04","Pugliapilot","Elisuperficie di Cervatto","Piazzola"
608409,83182,608408,"IT-0892","2026-05-06 09:51:59","Pugliapilot","Eisuperficie Stadio di Fobello","Piazzola"
608403,83181,608402,"IT-0891","2026-05-06 09:48:24","Pugliapilot","Elisuperficie di Fobello","Piazzola"
608333,83180,608332,"IT-0890","2026-05-05 07:41:32","Pugliapilot","Elisuperficie di Rossa","Piazzola"
608331,83179,608330,"IT-0889","2026-05-05 07:34:47","Pugliapilot","Elisuperficie fi Carcoforo","Piazzola"
608329,83178,608328,"IT-0888","2026-05-05 07:29:53","Pugliapilot","Elisuperficie di Rima","Piazzola"
608321,83177,608320,"BG-0185","2026-05-04 18:39:15","Sko4ibg","(no subject)","Small GA, skydiving airport."
608305,83176,20928,"KRHV","2026-05-04 07:09:26","Bluey","Not sure there is a reason to fly in","Great controllers! A busy airport with a lot of schools. Not too GA friendly since the county is trying to shut the place down. The hangars are not in great shape; they are always wet in the winter, and charge twice as much as any other airport. They don't offer 100LL (G100UL and one other lead-free, I think), so I have to stop at another airport. They don't have an FBO, the county kicked them out. The terminal building is very basic. If this weren't my home base, I'm not sure there is a reason to fly in. Note: There is a 4-degree glideslope."
608295,83175,608294,"IT-0887","2026-05-03 17:15:44","Pugliapilot","Elisuperficie Michob","Caution: overhead power lines"
608293,83174,608292,"IT-0886","2026-05-03 17:01:05","Pugliapilot","Elisuperficie Wold","Piazzola"
608291,83173,608290,"IT-0885","2026-05-03 16:52:17","Pugliapilot","Elisuperficie mineraria Kreas","Piazzola miniera D'oro."
608289,83172,608288,"IT-0884","2026-05-03 16:39:23","Pugliapilot","Elisuperficie Rifugio di Vigevano","Piazzola"
608287,83171,319500,"IT-0303","2026-05-03 16:16:29","Pugliapilot","re: Contact for this airport","Reply to @dibranis: Ciao: CONTACT: 049.5841579 - 328.4638269 - fiorinadriano@alice.it"
608283,83171,319500,"IT-0303","2026-05-03 12:43:03","dibranis","Contact for this airport","Hi, 
I would like to land on this airport but cannot find the contact of the operator to check and agree on details. Can somenne advise or share the contact please or where can I get it?

Grazie"
608268,83170,608267,"IT-0883","2026-05-02 15:28:11","Pugliapilot","Elisuperficie di Cicogna","Piazzola"
608266,83169,608265,"IT-0882","2026-05-02 15:23:10","Pugliapilot","Elisuperficie di Viggiona","Piazzola"
608264,83168,608263,"IT-0881","2026-05-02 15:18:35","Pugliapilot","Elisuperficie di Cannero Riviera","Piazzola"
